Budget,Certificate,Gross,Keywords,Original_Language,Popularity,Production_Companies,Production_Countries,Released_Year,Revenue,Series_Title,date_details
18000000,PG-13,4700000.0,"['mother', 'denmark', 'loss of loved one', 'prince', 'based on play or musical', 'madness', 'aggressive', 'complex', 'antagonistic']",en,2.0024,['Castle Rock Entertainment'],['United States of America'],1996,4700000,Hamlet,1996-12-25
17000000,G,10000000.0,"['based on novel or book', 'parent child relationship', 'boarding school', 'servant', 'private school', 'female friendship', 'school', 'little girl', 'orphan', 'class differences', 'india', 'schoolgirl', 'presumed dead', 'attic', 'magic realism', 'interracial friendship', 'african american servant']",en,2.6397,"['Warner Bros. Pictures', 'Baltimore Pictures', 'Mark Johnson Productions']",['United States of America'],1995,10000000,A Little Princess,1995-05-10
0,NR,0.0,"['assassin', 'hitman', 'gambling', 'cigarette', 'surreal', 'beer', 'love', 'hong kong', 'drifter', 'bullet wound', 'killer', 'masturbation', 'infatuation', 'ice cream truck', 'mysterious', 'calm', 'relaxed', 'romantic', 'matador de aluguel']",cn,7.2673,['Jet Tone Production'],['Hong Kong'],1995,0,Do lok tin si,1995-09-06
3000000,PG,33000000.0,"['island', 'fisherman', 'letter', 'postman', 'poet', 'naples, italy', 'love', 'poverty']",it,2.0699,"['Esterno Mediterraneo Film', 'Cecchi Gori Group Tiger Cinematografica', 'K2 Two', 'Blue Dahlia Productions', 'Penta Film']","['Belgium', 'France', 'Italy']",1994,33000000,Il postino,1994-04-07
27575,R,3151130.0,"['salesclerk', 'work', 'new jersey', 'loser', 'male friendship', 'junk food', 'black and white', 'video store', 'aftercreditsstinger', 'day in a life', 'workplace comedy', 'convenience store', 'wry']",en,1.6956,['View Askew Productions'],['United States of America'],1994,3151130,Clerks,1994-01-22
12000000,R,6110979.0,"['suicide', 'helicopter', 'cheating', 'loss of loved one', 'fishing', 'jazz singer or musician', 'modern society', 'cellist', 'earthquake', 'los angeles, california', 'hit by a car', 'multiple storylines']",en,2.554,"['Fine Line Features', 'Spelling Entertainment', 'Avenue Entertainment']",['United States of America'],1993,6110979,Short Cuts,1993-09-04
26000000,PG-13,206678440.0,"['philadelphia, pennsylvania', 'court', 'jurors', 'aids', 'pennsylvania, usa', 'homophobia', 'lawsuit', 'partner', 'hiv', 'lawyer', 'dying', 'lgbt', 'discrimination', 'angry', 'judiciary', '1980s', 'somber', 'courtroom drama', 'anxious', 'loving', 'gay theme', 'cautionary', 'provocative', 'suspenseful', 'critical', 'antagonistic', 'celebratory', 'comforting', 'empathetic', 'hopeful']",en,4.8706,"['TriStar Pictures', 'Clinica Estetico']",['United States of America'],1993,206678440,Philadelphia,1993-12-14
12000000,G,27300000.0,"['future', 'london, england', 'based on novel or book', 'holiday', 'redemption', 'musical', 'puppet', 'past', 'puppetry', 'lost love', 'ghost', 'christmas music', 'christmas', '19th century', 'victorian era', 'christmas eve', 'christmas carols', 'christmas dinner', 'xmas eve']",en,2.7223,"['Walt Disney Pictures', 'Jim Henson Productions', 'The Jim Henson Company']","['United Kingdom', 'United States of America']",1992,27300000,The Muppet Christmas Carol,1992-12-11
34000000,PG-13,48169908.0,"['prison', 'new york city', 'police brutality', 'beach', 'assassination', 'muslim', 'police', 'ku klux klan', 'prison cell', 'koran', 'jail guard', 'bible', 'civil rights', 'islam', 'biography', 'martin luther king', 'nation of islam', 'mekka', 'pilgrimage', 'cabriolet', 'historical figure', 'based on memoir or autobiography', 'african american history']",en,4.8285,"['Warner Bros. Pictures', '40 Acres and a Mule Filmworks', 'Marvin Worth Productions', 'Largo International']","['United States of America', 'Netherlands Antilles']",1992,48169908,Malcolm X,1992-11-17
40000000,R,75505856.0,"['based on novel or book', 'love triangle', 'native american', 'revenge', 'interracial relationship', 'period drama', 'historical', 'warfare', 'colonialism', '18th century', 'warrior', 'french and indian war']",en,7.8312,['Morgan Creek'],['United States of America'],1992,75505856,The Last of the Mohicans,1992-08-26
9200000,PG,44600000.0,"['beach', 'mediterranean', 'italy', 'fascism', 'transformation', 'singer', 'war hero', 'air pirate', 'anime', 'playful', 'witty', 'adventure']",ja,6.7939,"['Studio Ghibli', 'Nibariki', 'Mitsubishi', 'Nippon Television Network Corporation', 'Tokuma Shoten']",['Japan'],1992,44600000,Kurenai no buta,1992-06-12
12500000,R,10725228.0,"['estate agent', 'robbery', 'office', 'shop', 'betrayal', 'contest', 'cowardliness', 'real estate', 'aggressive', 'neo-noir', 'bleak', 'desperate', 'cutthroat', 'dreary', 'dialog driven', 'pressure']",en,2.1933,"['Zupnik Cinema Group II', 'GGR', 'Zupnik-Curtis Enterprises']",['United States of America'],1992,10725228,Glengarry Glen Ross,1992-08-30
40000000,R,243240178.0,"['underdog', 'dying and death', 'suicide', 'navy', 'right and justice', 'court case', 'suspicion of murder', 'guantanamo bay', 'marine corps', 'military court', 'code red', 'command', 'military base', 'u.s. navy', 'sexism', 'based on play or musical', 'flashback', 'court martial', 'platoon leader', 'military law', 'legal thriller']",en,6.1024,"['David Brown Productions', 'Castle Rock Entertainment']",['United States of America'],1992,243240178,A Few Good Men,1992-12-09
11000000,PG-13,119418501.0,"['based on novel or book', 'southern usa', 'alabama', 'tomato', 'cafe', 'bee', 'nursing home', 'tomboy', 'lesbian']",en,7.0169,"['Universal Pictures', 'Act III Productions', 'Avnet/Kerner Productions', 'Electric Shadow Productions', 'Fried Green Tomatoes Productions']",['United States of America'],1991,119418501,Fried Green Tomatoes,1991-12-27
9000000,R,6153939.0,"['hotel', 'screenplay', 'mass murder', 'movie business', 'screenwriter', 'neighbor', 'los angeles, california', 'neo-noir', '1940s', 'escritor']",en,2.8768,"['Working Title Films', 'Circle Films']","['United Kingdom', 'United States of America']",1991,6153939,Barton Fink,1991-05-18
14000000,R,5080409.0,"['street gang', 'corruption', 'prohibition era', 'gun', 'gambling debt', 'gangster', 'loyalty', 'irish-american', 'irish mob', 'betrayal', 'organized crime', 'shootout', 'drunkenness', 'angry', 'aggressive', 'neo-noir', '1920s', 'clinical', 'violence', 'approving', 'embarrassed']",en,5.6421,"['Circle Films', '20th Century Fox']",['United States of America'],1990,5080409,Miller's Crossing,1990-09-21
70000000,PG,329800000.0,"['lovesickness', 'based on novel or book', 'falsely accused', 'movie business', 'innocence', 'suspicion of murder', 'cartoon', 'villain', 'mental breakdown', 'melancholy', 'whodunit', 'los angeles, california', 'private detective', 'movie star', 'cartoon rabbit', 'neo-noir', '1940s', 'live action and animation', 'dreary', 'cheerful', 'shaggy dog story']",en,9.7149,"['Amblin Entertainment', 'Silver Screen Partners III', 'Touchstone Pictures']",['United States of America'],1988,329800000,Who Framed Roger Rabbit,1988-06-22
0,NR,0.0,"['loss of loved one', 'kidnapping', 'roadhouse', 'disappearance', 'missing person', 'curious', 'mysterious disappearance', 'search for wife']",nl,1.8137,['MGS Film'],"['Netherlands', 'France', 'Germany']",1988,0,Spoorloos,1988-08-29
0,R,1544889.0,"['drug dealer', 'london, england', 'northern england', 'countryside', 'alcohol', 'darkness', 'flat', 'bath', 'dark comedy', 'uncle', 'cigar smoking', 'cannabis', 'money', 'rural area', 'cottage', 'poverty', 'cafe', 'strangulation', 'drugs', 'buddy', 'alcohol abuse', 'farmer', 'british pub', 'buddy comedy', 'unemployed', '1960s', 'gay theme']",en,1.6498,"['Handmade Films', 'Cineplex-Odeon Films']","['United Kingdom', 'Canada']",1987,1544889,Withnail & I,1987-03-27
23800000,PG-13,44000000.0,"['suicide', 'experiment', 'china', 'isolation', 'buddhism', 'becoming an adult', 'war crimes', 'suicide attempt', 'war on drugs', 'revolution', 'drug addiction', 'opium', 'arranged marriage', 'world war ii', 'emperor', ""coup d'etat"", 'manchuria', 'dynasty', 'reeducation camp', 'biography', 'based on true story', 'autobiography', 'teacher', 'beijing, china', 'dowager', 'decadence', 'communism', '1920s', '1940s', '1950s', '1910s', '1930s', 'japanese occupation of china']",en,4.3269,"['Soprofilms', 'TAO Film', 'Yanco', 'Recorded Picture Company']","['Italy', 'China', 'United Kingdom', 'France']",1987,44000000,The Last Emperor,1987-10-04
35000000,PG,66700000.0,"['based on novel or book', 'shanghai, china', 'stadium', 'bravery', 'peasant', 'prisoner of war', 'coming of age', 'pacific war', 'chinese', 'japanese army', 'japanese soldier', 'japanese surrender', 'salt mine', 'internment camp', 'child protagonist', 'children in wartime', 'japanese occupation of china', 'suzhou, china']",en,4.3249,"['Warner Bros. Pictures', 'Amblin Entertainment']",['United States of America'],1987,66700000,Empire of the Sun,1987-12-08
0,R,0.0,"['mystery', 'middle ages', 'monastery', 'monk', 'based on novel']",de,0.2127,"['Paolo-Film', 'ZDF', 'ORF']",['Germany'],1986,0,Der Name der Rose,1986-09-24
6000000,R,8636706.0,"['drug dealer', 'small town', 'sexual obsession', 'detective', 'nightclub', 'ear', 'surrealism', 'psychological abuse', 'murder', 'drugs', 'policeman', 'voyeurism', 'disturbed', 'neo-noir']",en,5.9921,['DEG'],['United States of America'],1986,8636706,Blue Velvet,1986-08-30
15000000,PG,10631333.0,"['new york city', 'great depression', 'falling in love', 'movie star']",en,3.3016,"['Orion Pictures', 'Jack Rollins & Charles H. Joffe Productions']",['United States of America'],1985,10631333,The Purple Rose of Cairo,1985-01-26
4500000,R,10609321.0,"['new york city', 'suicide', 'date', 'subway', 'nightclub', 'overdose', 'artist', 'surreal', 'punk rock', 'surrealism', 'coincidence', 'thief', 'murder', 'mobster', 'one night', 'vigilantism', 'soho', 'district', 'circumstance', 'paper mache', 'anxious', 'playful', 'bar', 'vigilante gang', 'absurd', 'hilarious', 'whimsical', 'amused']",en,3.0272,"['Double Play', 'Geffen Pictures']",['United States of America'],1985,10609321,After Hours,1985-09-11
13500000,PG,11798616.0,"['great depression', 'celebrity', 'mockumentary', 'chameleon', 'psychiatrist', 'found footage', 'newsreel footage', 'electroconvulsive therapy', '1920s', '1930s', 'historical images', 'mocking', 'historical events']",en,2.2038,"['Orion Pictures', 'Jack Rollins & Charles H. Joffe Productions']",['United States of America'],1983,11798616,Zelig,1983-07-15
16000000,R,53977250.0,"['coma', 'court', 'boston, massachusetts', 'affectation', 'redemption', 'lawyer', 'alcoholic', 'courtroom', 'defense attorney', 'pinball machine', 'courtroom drama', 'medical malpractice']",en,5.2448,"['20th Century Fox', 'The Zanuck/Brown Company']",['United States of America'],1982,53977250,The Verdict,1982-12-07
12000000,PG,96594943.0,"['spacecraft', 'life and death', 'genetics', 'asteroid', 'self sacrifice', 'teleportation', 'genesis', 'midlife crisis', 'terraforming', 'simulator', 'cadet', 'radiation', 'uss reliant', 'starship', 'revenge', 'cynical', 'weapon of mass destruction', 'space opera', 'macabre', 'mentor protégé relationship', 'taunting', 'hard', 'angry', 'aggressive', 'desperate', 'outer space', 'egotistical', 'antagonistic', 'arrogant', 'assertive', 'defiant', 'disdainful', 'disheartening']",en,1.9183,['Paramount Pictures'],['United States of America'],1982,96594943,Star Trek II: The Wrath of Khan,1982-06-04
15000000,R,125212904.0,"['prison', 'guerrilla warfare', 'dying and death', 'vietnam war', 'vietnam veteran', 'hero', 'vietnam', 'police brutality', 'sheriff', 'escape', 'police', 'gun', 'submachine gun', 'falsely accused', 'anti hero', 'destroy', 'self-defense', 'firearm', 'prosecution', 'attempt to escape', 'police operation', 'matter of life and death', 'tramp', 'national guard', 'woods', 'rural area', 'survivalist', 'special forces']",en,13.5282,"['Carolco Pictures', 'Anabasis', 'Elcajo Productions']","['United States of America', 'Netherlands Antilles']",1982,125212904,First Blood,1982-10-22
6000000,R,54766923.0,"['chicago, illinois', 'depression', 'post-traumatic stress disorder (ptsd)', 'based on novel or book', 'suicide attempt', 'middle class', 'dysfunctional family', 'grief', 'bereavement', 'psychiatrist', 'guilt', 'grieving', ""survivor's guilt"", 'loss of son', 'hopeful', 'sincere', 'tragic', 'mother son conflict']",en,1.5687,"['Paramount Pictures', 'Wildwood Enterprises']",['United States of America'],1980,54766923,Ordinary People,1980-09-19
3500000,PG,83453539.0,"['chicago, illinois', 'post-traumatic stress disorder (ptsd)', 'airplane', 'cataclysm', 'guitar', 'alcohol', 'stewardess', 'taxi driver', 'passenger', 'fear of flying', 'pilot', 'medicine', 'air controller', 'landing', 'saxophone', 'autopilot', 'parody', 'spoof', 'food poisoning', 'los angeles, california', 'alcohol abuse', 'aftercreditsstinger', 'satirical', 'inflatable life raft', 'anarchic comedy', 'hilarious']",en,7.7404,"['Paramount Pictures', 'Howard W. Koch Productions']",['United States of America'],1980,83453539,Airplane!,1980-06-27
7202188,PG,8194857.0,"['treasure', 'samurai', 'casino', 'clock tower', 'castle', 'count', 'based on comic', 'thief', 'counterfeit', 'based on manga', 'counterfeit money', 'anime', 'based on tv series', 'whimsical', 'vibrant']",ja,4.4942,"['Tokyo Movie Shinsha', 'Telecom Animation Film']",['Japan'],1979,8194857,Rupan sansei: Kariosutoro no shiro,1979-07-06
325000,R,70260597.0,"['mask', 'police', 'halloween', 'babysitter', 'marijuana', 'stalking', 'serial killer', 'maniac', 'killing spree', 'family', 'evil', 'psychotic', 'escaped killer']",en,9.6161,"['Compass International Pictures', 'Falcon International Productions']",['United States of America'],1978,70260597,Halloween,1978-10-24
0,R,5100000.0,"['suicide', 'paris, france', 'identity', 'psychopath', 'paranoia', 'hallucination', 'identity crisis', 'lodger', 'neighbor', 'tenant', 'descent into madness', 'cross dressing', 'psychological thriller', 'apartment building', 'noisy neighbor', 'handjob', 'death of neighbor', 'next door neighbor', 'nosy neighbor', 'tooth extraction', 'jumping from height', 'creepy neighbor', 'jumping from a window', 'psychological disintegration', 'paranoid thriller', 'rented rooms', 'personality change', 'psychological horror']",en,2.1069,"['Marianne Productions', 'Paramount Pictures']",['France'],1976,5100000,Le locataire,1976-05-24
3000000,PG,20173742.0,"['napoleon bonaparte', 'duel', 'execution', 'napoleonic wars', 'wheat', '19th century', 'anarchic comedy']",en,2.0617,"['United Artists', 'Jack Rollins & Charles H. Joffe Productions']",['United States of America'],1975,20173742,Love and Death,1975-06-10
0,R,0.0,"['new york city', 'ransom', 'kidnapping', 'hostage', 'liberation of hostage', '1970s', 'mayor', 'hostage-taking', 'remake', 'train', 'police officer', 'hijack', 'new york subway']",en,3.3397,"['Palomar Pictures International', 'Palladium Productions']",['United States of America'],1974,0,The Taking of Pelham One Two Three,1974-09-01
2600000,R,119500000.0,"['governor', 'saloon', 'gun', 'parody', 'marching band', 'breaking the fourth wall', 'spoof', 'racism', 'railroad', 'interrupted hanging', 'cowboy', 'western town', 'western spoof', 'ceremony', 'frontier town', 'saloon girl', 'coot', 'self-referential', 'satirical', 'anarchic comedy', 'anachronistic', 'farting']",en,5.4042,"['Crossbow Productions', 'Warner Bros. Pictures']",['United States of America'],1974,119500000,Blazing Saddles,1974-02-07
3000000,R,29800000.0,"['new york city', 'corruption', 'hippie', 'police', 'biography', 'idealism', 'based on true story', 'idealist', 'money', 'undercover cop', 'internal affairs', 'police corruption', 'biting', 'social justice', 'police vigilantism', 'questioning', 'whistleblower', 'grim', 'serious', 'cops', 'fighting the system', 'tense', 'intense', 'sinister', 'antagonistic', 'arrogant', 'callous', 'disgusted', 'enraged', 'informative']",en,2.9516,"['Artists Entertainment Complex', 'Produzioni De Laurentiis - International Manufacturing Company', 'Paramount Pictures', 'The De Laurentiis Company']",['United States of America'],1973,29800000,Serpico,1973-12-05
850000,R,400000000.0,"['island', 'martial arts', 'kung fu', 'temple', 'monk', 'spy', 'shaolin', 'sister', 'hong kong', 'shaolin monk', 'east asian lead', 'martial arts tournament', 'crime lord']",en,4.3791,"['Concord Productions', 'Warner Bros. Pictures', 'Orange Sky Golden Harvest', 'Sequoia Pictures']","['Hong Kong', 'United States of America']",1973,400000000,Enter the Dragon,1973-07-26
2000000,R,46122355.0,"['rape', 'based on novel or book', 'river', 'banjo', 'strangeness', 'wound', 'wilderness', 'georgia', 'canoe', 'rafting', 'hillbilly', 'rapids', 'male rape']",en,2.5094,"['Warner Bros. Pictures', 'Elmer Enterprises']",['United States of America'],1972,46122355,Deliverance,1972-07-30
1800000,R,41200000.0,"['drug dealer', 'new york city', 'police brutality', 'drug smuggling', 'undercover agent', 'gangster', 'heroin', 'marseille, france', 'paranoia', 'night life', 'attempted murder', 'drug mule', 'hijacking of train', 'police stakeout', 'police pursuit', 'popeye']",en,3.3586,"[""D'Antoni Productions"", 'Schine-Moore Productions', '20th Century Fox']",['United States of America'],1971,41200000,The French Connection,1971-10-07
4000000,R,35976000.0,"['sniper', 'police', 'ambush', 'chase', 'ransom', 'san francisco, california', 'kidnapping', 'psychopath', 'detective', 'mayor', 'investigation', 'assault', 'swimming pool', 'beating', 'serial killer', 'gunfight', 'maniac', 'hunt', 'school bus', 'revolver', 'shocking', 'aggressive', 'neo-noir', 'san francisco', 'suspenseful', 'intense', 'antagonistic', 'commanding', 'defiant', 'tragic', 'harry callahan']",en,3.3018,"['Warner Bros. Pictures', 'Malpaso Productions']",['United States of America'],1971,35976000,Dirty Harry,1971-12-21
7700000,PG,21000000.0,"['undercover agent', 'nazi', 'germany', 'liberation of prisoners', 'secret mission', 'world war ii', 'bavaria, germany', 'mountain', 'castle', 'two man army', 'parachute', 'infiltration', 'explosion', 'sabotage', 'commando', 'war hero', 'alps mountains', 'cable car', '1940s', 'sidecar', 'fall from height', 'soldiers', 'commanding', 'exhilarated']",en,6.9343,"['Jerry Gershwin Productions', 'Elliott Kastner Productions', 'Winkast Film Productions', 'Gershwin-Kastner', 'Metro-Goldwyn-Mayer']",['United Kingdom'],1968,21000000,Where Eagles Dare,1968-12-04
1200000,PG,44527234.0,"['new york city', 'roommates', 'male friendship', 'based on play or musical', 'obsessive compulsive disorder (ocd)', 'poker game', 'divorced man', '1960s', 'eccentric man', 'neat freak', 'messy apartment', 'sports journalism', 'impartial']",en,1.6692,['Paramount Pictures'],['United States of America'],1968,44527234,The Odd Couple,1968-02-07
5400000,NR,45300000.0,"['mission', 'based on novel or book', 'nazi', 'secret mission', 'world war ii', 'castle', 'hand grenade', 'training', 'us army', 'fistfight', 'shootout', 'suicide mission', 'soldier', 'explosion', 'commando', 'behind enemy lines', 'military police']",en,4.2971,"['Seven Arts Pictures', 'MKH', 'Metro-Goldwyn-Mayer']","['United Kingdom', 'United States of America']",1967,45300000,The Dirty Dozen,1967-06-15
0,R,0.0,"['adultery', 'prostitute', 'jealousy', 'dreams', 'husband wife relationship', 'dual identity', 'double life', 'sexual frustration', 'brothel', ""women's sexual identity"", 'masochism', 'sexual exploration']",fr,3.5201,"['Paris Films Productions', 'Five Films', 'Robert et Raymond Hakim']","['France', 'Italy']",1967,0,Belle de jour,1967-05-24
3900000,G,28350000.0,"['death penalty', 'england', 'pope', 'beheading', 'protestant church', 'oath', 'based on play or musical', 'tudor', 'henry viii', 'british monarchy']",en,1.4537,['Highland Films'],['United Kingdom'],1966,28350000,A Man for All Seasons,1966-12-12
300000,NR,3100000.0,"['london, england', 'schizophrenia', 'post-traumatic stress disorder (ptsd)', 'hallucination', 'rent', 'loneliness', 'black and white', 'psychosis']",en,2.4237,"['Compton Films', 'Tekli British Productions']",['United Kingdom'],1965,3100000,Repulsion,1965-06-01
1720000,NR,8000000.0,"['africa', 'south africa', 'british army', 'british empire', 'based on true story', 'mixed martial arts (mma)', 'attempted rape', 'zulu', 'tribal warfare', '19th century', 'thoughtful', 'dramatic']",en,3.2696,['Diamond Films UK'],['United Kingdom'],1964,8000000,Zulu,1964-01-22
3000000,PG,124900000.0,"['airplane', 'based on novel or book', 'england', 'secret intelligence service', 'golf', 'secret organization', 'nuclear radiation', 'fort knox', 'aston martin', 'secret lab', 'laser', 'kentucky', 'gas attack', 'mi6', 'british secret service', 'duringcreditsstinger']",en,7.3184,"['EON Productions', 'United Artists']",['United Kingdom'],1964,124900000,Goldfinger,1964-09-17
2500000,NR,11500000.0,"['pet shop', 'seclusion', 'playground', 'fireplace', 'seagull', 'bird attack', 'socialite', 'based on short story', 'practical joke', 'schoolteacher', 'lovebird', 'shopkeeper', 'unsolved mystery', 'schoolhouse', 'frightened']",en,5.2102,['Alfred J. Hitchcock Productions'],['United States of America'],1963,11500000,The Birds,1963-03-28
35000000,PG,103000000.0,"['small town', 'psychopath', 'poison', 'ex-detainee', 'boat', 'film noir', 'lawyer', 'killing a dog', 'listening to the radio', 'aggressive', 'intense', 'threat to family', 'family terrorized']",en,4.7492,"['Melville-Talbot Productions', 'Universal Pictures']",['United States of America'],1962,103000000,Cape Fear,1962-04-12
150000,NR,83957.0,"['london, england', 'primal fear', 'photography', 'obsession', 'childhood trauma', 'serial killer', 'landlord', 'boarding house', 'filmmaking', 'illegal prostitution', 'peeping tom', 'loner', 'voyeurism', 'blind mother', 'traumatic childhood', 'blind woman', 'sexual predator', 'proto-slasher', 'male gaze', 'mother and daughter', 'disturbed person', 'psychological trauma', 'psychological distress', 'focus puller']",en,2.3425,['Michael Powell (Theatre)'],['United Kingdom'],1960,83957,Peeping Tom,1960-04-07
2000000,NR,4905000.0,"['friendship', 'village', 'horse', 'remake', 'bandit', 'farmer', 'cowboy', ""white man's burden"", 'henry rifle', 'hired gun']",en,6.2086,"['Alpha Productions', 'The Mirisch Company', 'United Artists']",['United States of America'],1960,4905000,The Magnificent Seven,1960-10-12
0,NR,58656.0,"['experiment', 'surgeon', 'film noir', 'black and white', 'photograph', 'scientist', 'transplant', 'dove', 'ulcer']",fr,1.5531,"['Lux Film', 'Champs-Élysées Productions']","['France', 'Italy']",1960,58656,Les yeux sans visage,1960-01-11
416911,NR,3000000.0,"['small town', 'based on novel or book', 'alien', 'black and white', 'doctor', 'patient', 'alien invasion', 'psychiatrist', 'alien infection', 'angry mob', 'doppelgänger', 'mystery writer', 'body snatchers', 'emotionless', 'paranoid', 'abandoned mine', 'personality change', 'alien plant-life']",en,3.8231,"['Allied Artists Pictures', 'Walter Wanger Productions']",['United States of America'],1956,3000000,Invasion of the Body Snatchers,1956-02-05
1500000,PG-13,4500000.0,"['individual', 'underground world', 'street gang', 'unsociability', 'car race', 'parent child relationship', 'authority', 'rebel', 'coming of age', 'based on short story', 'teen rebel', 'griffith observatory', 'teenager', 'gay subtext']",en,3.5232,['Warner Bros. Pictures'],['United States of America'],1955,4500000,Rebel Without a Cause,1955-10-26
0,NR,0.0,"['widow', 'dark comedy', 'parrot', 'gang of thieves', 'money', 'criminal', 'old lady', 'landlady', 'planning', 'steam locomotive', 'octogenarian', 'quintet', 'armored van robbery', 'rented rooms', 'bumbling crooks']",en,1.8018,"['Ealing Studios', 'Michael Balcon Productions']",['United Kingdom'],1955,0,The Ladykillers,1955-12-08
2239000,NR,10000000.0,"['chauffeur', 'sibling relationship', 'champagne', 'playboy', 'love', 'teenage crush', 'millionaire', 'high society', 'manhattan, new york city', 'impossible love', 'family disapproval']",en,3.3757,['Paramount Pictures'],['United States of America'],1954,10000000,Sabrina,1954-09-01
1750000,NR,3800000.0,"['countryside', 'fight', 'brother', 'widow', 'boxer', 'beer', 'love', 'rural area', 'cottage', 'train', 'ireland', 'dowry', 'technicolor', 'return to birthplace', 'temper']",en,2.6893,"['Republic Pictures', 'Argosy Pictures']",['United States of America'],1952,3800000,The Quiet Man,1952-07-21
995000,G,1850000.0,"['spacecraft', 'flying saucer', 'peace', 'remote control', 'ufo', 'social commentary', 'giant robot', 'black and white', 'military', 'physics professor', 'humanity', 'alien technology']",en,3.8523,['20th Century Fox'],['United States of America'],1951,1850000,The Day the Earth Stood Still,1951-09-18
1000000,PG,10750000.0,"['world war i', 'faith', 'africa', 'missionary', 'boat', 'river', 'hope', 'patriotism', 'hippopotamus', 'giraffe', 'methodist church', 'animal species', 'moqukito', 'boat wedding', 'leech', 'gin', 'tanzania', 'congo', 'man woman relationship', 'technicolor']",en,2.3441,"['United Artists', 'Independent Film Distributors', 'Romulus Films']","['United Kingdom', 'United States of America']",1951,10750000,The African Queen,1951-12-26
2000000,NR,6000000.0,"['jealousy', 'casino', 'penalty', 'nightclub', 'buenos aires, argentina', 'tricks', 'patent', 'film noir', 'argentina', 'extramarital affair']",en,3.6881,['Columbia Pictures'],['United States of America'],1946,6000000,Gilda,1946-03-14
2280000,G,76411819.0,"['classical music', 'cartoon', 'villain', 'orchestra', 'musical', 'cartoon mouse', 'wizard', 'live action and animation', 'amused', 'joyful']",en,7.424,['Walt Disney Productions'],['United States of America'],1940,76411819,Fantasia,1940-11-13
328000,NR,27105.0,"['based on novel or book', 'insanity', 'chemical', 'train accident', 'mad scientist', 'murder', 'fugitive', 'snow', 'black and white', 'chemist', 'scientist', 'invisible', 'pre-code', 'invisible person', 'invisibility', 'manhunt', 'experiment gone awry', 'invisible man']",en,3.2291,['Universal Pictures'],['United States of America'],1933,27105,The Invisible Man,1933-11-03
20000000,PG-13,13601384.0,"['pollution', 'grave', 'biography', 'based on true story', 'lawsuit', 'west virginia', 'cancer', 'lawyer', 'biting', 'farmer', 'water pollution', 'government corruption', 'mysterious', 'paranoid', 'grim', '1990s', 'somber', 'based on magazine, newspaper or article', 'anxious', 'legal thriller', 'chemical contamination', 'blood test', 'clinical', 'suspenseful', 'critical', 'foreboding', 'ominous']",en,3.7361,"['Participant', 'Willi Hill', 'Killer Films']",['United States of America'],2019,13601384,Dark Waters,2019-11-12
1000000,PG-13,75462037.0,"['california', 'stalker', 'disappearance', 'internet', 'east asian lead', 'police detective', 'missing person', 'missing child', 'computer screen', 'found footage', 'social media', 'missing daughter', 'mysterious', 'facebook', 'live stream', 'father daughter relationship', 'screenlife', 'asian american', 'distressing']",en,2.6547,"['Bazelevs', 'Timur Bekmambetov Productions']",['United States of America'],2018,75462037,Searching,2018-01-18
95000000,R,392105159.0,"['movie business', 'male friendship', 'cult', 'based on true story', 'celebrity', 'fame', 'hollywood', 'los angeles, california', 'historical fiction', 'buddy', 'filmmaking', 'struggling actor', 'satanic cult', 'revisionist history', 'duringcreditsstinger', 'western filmmaking', 'manson family murders', 'disturbed', '1960s', 'stunt double', 'old hollywood', 'sharon tate', 'charles manson', 'disgusted']",en,19.6616,"['Heyday Films', 'Columbia Pictures', 'Bona Film Group']","['China', 'United Kingdom', 'United States of America']",2019,392105159,Once Upon a Time... in Hollywood,2019-05-21
0,R15+,3925992.0,"['dysfunctional family', 'divorce', 'missing child', 'loveless']",ru,2.2836,"['ARTE France Cinéma', 'Senator Film', 'Why Not Productions', 'Les Films du Fleuve', 'Non-Stop Productions', 'Fetisoff Illusion']","['Belgium', 'France', 'Germany', 'Russia']",2017,3925992,Nelyubov,2017-05-18
2000000,R,11303040.0,"['florida', 'friendship', 'parent child relationship', 'drug addiction', 'innocence', 'motel', 'drug use', 'summer', 'single mother', 'social services', 'prostitute mother', ""children's perspectives"", 'kids', 'orlando florida', 'generation z', 'lower class', 'peer relationship', 'mother daughter relationship', 'unfit mother', 'non-professional acting']",en,4.1267,"['Cre Film', 'Freestyle Picture Company', 'June Pictures']",['United States of America'],2017,11303040,The Florida Project,2017-05-22
25000000,PG-13,50401502.0,"['death penalty', 'judge', 'innocence', 'based on true story', 'lawyer', 'electric chair', 'racism', 'execution', 'justice', 'humiliation', 'injustice', '1980s', 'legal drama', 'earnest', 'excited', 'based on real person', 'concealing the truth']",en,4.1952,"['Netter Productions', 'Outlier Society', 'Endeavor Content', 'MACRO', 'One Community', 'Participant', 'Warner Bros. Pictures']",['United States of America'],2019,50401502,Just Mercy,2019-09-06
7000000,PG-13,40300000.0,"['cat', 'mathematics', 'intellectually gifted', 'child prodigy', 'teacher', 'school', 'prize', 'child custody', 'legal drama', 'gifted children', 'custody hearing']",en,6.1977,"['Grade A Entertainment', 'FilmNation Entertainment', 'Dayday Films']","['United Kingdom', 'United States of America']",2017,40300000,Gifted,2017-04-07
